CustomerID,InvoiceNo,Basket Price,InvoiceDate,categ_0,categ_1,categ_2,categ_3,categ_4
12347,537626,711.79,2010-12-07 14:57:00.000000000,23.400000000000002,124.44,83.4,187.2,293.35
12347,542237,475.39,2011-01-26 14:29:59.999999744,84.34,0.0,91.35000000000001,130.5,169.2
12347,549222,636.25,2011-04-07 10:43:00.000000000,81.0,0.0,109.35000000000001,330.90000000000003,115.0
12347,556201,382.52,2011-06-09 13:01:00.000000000,41.39999999999999,19.9,78.06,74.39999999999999,168.76
12347,562032,584.9100000000001,2011-08-02 08:48:00.000000000,61.300000000000004,97.80000000000001,157.95,109.69999999999999,158.16
12348,539318,892.8,2010-12-16 19:09:00.000000000,478.8,0.0,240.0,174.0,0.0
12348,541998,227.44,2011-01-25 10:42:00.000000000,187.44,0.0,40.0,0.0,0.0
12348,548955,367.0,2011-04-05 10:47:00.000000000,17.0,0.0,40.0,310.0,0.0
12348,568172,310.0,2011-09-25 13:13:00.000000000,0.0,0.0,40.0,270.0,0.0
12350,543037,334.4,2011-02-02 16:01:00.000000000,39.099999999999994,0.0,133.3,162.0,0.0
12352,544156,296.5,2011-02-16 12:32:59.999999744,10.2,101.25,55.95,75.6,53.5
12352,545323,144.35,2011-03-01 14:57:00.000000000,0.0,69.7,40.0,19.799999999999997,14.850000000000001
12352,545332,840.3,2011-03-01 15:52:00.000000000,0.0,0.0,840.3,0.0,0.0
12352,547390,160.33,2011-03-22 16:08:00.000000000,0.0,0.0,75.4,70.08,14.850000000000001
12352,567505,366.25,2011-09-20 14:34:00.000000000,0.0,48.35,122.3,82.1,113.5
12352,568699,266.25,2011-09-28 14:58:00.000000000,0.0,77.3,40.0,19.799999999999997,129.15
12353,553900,89.0,2011-05-19 17:47:00.000000000,0.0,19.9,57.5,11.6,0.0
12354,550911,1079.4,2011-04-21 13:11:00.000000000,161.38,175.25,193.6,336.52,212.65
12355,552449,459.4,2011-05-09 13:49:00.000000000,0.0,0.0,98.5,244.8,116.1
12356,541430,2271.62,2011-01-18 09:50:00.000000000,223.6,370.68,802.5,670.84,204.0
