CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,cluster
12347,5,382.52,711.79,558.172,2790.86,32.40828991780311,14.524555155041815,12.787814508789404,10.442659251986843,29.83668116637882,0
12348,4,227.44,892.8,449.31,1797.24,0.0,0.0,20.030713761100355,38.01606908370613,41.95321715519352,6
12350,1,334.4,334.4,334.4,334.4,0.0,27.900717703349287,11.961722488038278,11.692583732057415,48.44497607655503,7
12352,6,144.35,840.3,345.66333333333336,2073.98,15.711337621384972,3.370331440033173,67.53440245325415,0.4918080212923943,12.892120464035333,4
12353,1,89.0,89.0,89.0,89.0,0.0,19.887640449438205,67.07865168539325,0.0,13.03370786516854,4
12354,1,1079.4,1079.4,1079.4,1079.4,19.70075968130443,10.825458588104503,23.346303501945524,14.950898647396702,31.176579581248838,10
12355,1,459.4,459.4,459.4,459.4,25.27209403569874,11.558554636482372,9.882455376578147,0.0,53.28689595124075,7
12356,2,481.46000000000004,2271.62,1376.54,2753.08,7.409882749502376,12.854693652200444,36.63097330989292,14.44745521379691,28.65699507460735,10
12358,1,484.86,484.86,484.86,484.86,3.0936765251825267,3.650538299715382,82.78678381388443,0.0,10.469001361217671,4
12359,3,547.5,1803.11,1153.31,3459.93,14.936718372915061,11.413525707167487,59.74831860760189,4.227831198897087,9.67360611341848,4
12360,2,534.7,1083.58,809.14,1618.28,9.42976493561065,24.40615962626987,35.64896062486096,10.153990656746668,20.361124156511853,0
12361,1,189.9,189.9,189.9,189.9,0.0,18.64139020537125,7.898894154818326,0.0,73.45971563981041,7
12362,5,303.76,829.99,510.908,2554.54,19.087585240395534,20.27762336859082,19.20110861446679,5.7873433181707865,35.64633945837607,0
12363,2,252.9,299.1,276.0,552.0,5.380434782608696,30.543478260869566,8.641304347826088,17.934782608695652,37.5,0
12364,2,79.8,623.92,351.85999999999996,703.7199999999999,4.923833342806799,4.611209003580971,11.638151537543344,36.79304268743251,42.0337634286364,7
12365,2,320.69,320.69,320.69,641.38,7.717733636845551,16.55804671177773,51.9879010882784,0.785805606660638,22.95051295643768,4
12370,3,277.2,1587.07,934.2199999999999,2802.66,18.432489135321443,24.79787059436393,12.411423433452509,16.139667316049753,28.218549520812374,0
12372,3,383.12,515.7,432.68,1298.04,8.528242581122308,19.80678561523528,13.98261995007858,11.112138300822778,46.57021355274106,7
12373,1,364.6,364.6,364.6,364.6,4.85463521667581,46.65386725178278,10.970927043335161,13.98793198025233,23.53263850795392,2
12375,1,230.3,230.3,230.3,230.3,21.623968736430744,36.12679114198871,31.176726009552752,11.07251411202779,0.0,0
12377,2,626.6,1001.52,814.06,1628.12,29.09490700931136,19.40274672628553,11.565486573471244,12.279193179863892,27.65766651106798,10
12378,1,4008.62,4008.62,4008.62,4008.62,15.704905927725754,22.23109199674701,16.997121203805797,15.080002594409049,29.98687827731239,3
12379,2,392.40000000000003,457.89,425.145,850.29,11.901821731409285,28.10100083500923,17.782168436651023,9.749614837290808,32.46539415963965,0
12380,2,607.5500000000001,626.01,616.78,1233.56,11.373585395116574,44.60747754466747,14.640552547099453,7.052757871526315,22.325626641590194,2
12381,1,1227.3899999999999,1227.3899999999999,1227.3899999999999,1227.3899999999999,11.732212255273385,22.14536536879069,34.06415238840141,8.455340193418555,23.60292979411597,10
12383,5,99.45,639.91,367.86199999999997,1839.31,11.490722064252356,8.106300732339847,25.4225769446151,25.780319793835734,29.20008046495696,0
