CustomerID,model,shap_mean,shap_categ_0,shap_categ_1,shap_categ_2,shap_categ_3,shap_categ_4
13023,Voting_RF_GB_KNN,0.010406792192795044,0.014511329569474131,0.015027923623109169,0.1341124754820303,0.011392161488537507,0.017342133299208983
16628,Voting_RF_GB_KNN,0.01674445869423124,0.018837993349403656,0.017617277490193085,0.01656318253110185,0.013329022418139496,0.02106318987803444
15819,Voting_RF_GB_KNN,0.009133749671477941,0.013923728341633829,0.13483393383324707,0.01256534256539383,0.013313090814038352,0.015595152274485118
15557,Voting_RF_GB_KNN,0.012452504504793203,0.018281015052613356,0.01843462035878317,0.019672861736389522,0.014470395116787927,0.02126675367467117
13867,Voting_RF_GB_KNN,0.013804245536310744,0.020200044042724286,0.016349894611430705,0.10206161320083712,0.011066874874119743,0.018778171243837804
16851,Voting_RF_GB_KNN,0.01133139372846847,0.016240537072604446,0.014363744991968918,0.010897980390579919,0.010979186693148102,0.11789409832442123
17664,Voting_RF_GB_KNN,0.01780862617553263,0.019104056409029704,0.018163623314106748,0.016455494855371348,0.014253586965342685,0.02200232741439838
12381,Voting_RF_GB_KNN,0.015571628096658468,0.02244102356988484,0.01739843200073796,0.043933717690024715,0.014088270287822767,0.020678327031393
13816,Voting_RF_GB_KNN,0.01663201538411307,0.018795759845746593,0.018412289929021816,0.017757667274060043,0.013839630133656446,0.024937329918578655
18174,Voting_RF_GB_KNN,0.010297978156657927,0.013435376061383649,0.14120388630570482,0.011130118365339003,0.010118393304337366,0.014254075002537765
15237,Voting_RF_GB_KNN,0.0177000209488863,0.019560356015046482,0.022287314245875052,0.012922609907577298,0.017304376788690883,0.0241084614641179
15136,Voting_RF_GB_KNN,0.015070705311010896,0.023811606585415344,0.018561414762000683,0.016364827733600797,0.013830543754981495,0.021673218140968738
16986,Voting_RF_GB_KNN,0.053278427725342685,0.012972022867459092,0.1298112080578809,0.010822089927261842,0.009192769536998867,0.017444217272953658
12923,Voting_RF_GB_KNN,0.015853101758081602,0.023083143938359942,0.08532838854348439,0.014183485170593113,0.012356679381301229,0.018777600539514556
14869,Voting_RF_GB_KNN,0.012885092068327325,0.10425843644287207,0.015362894438703282,0.013894254236283482,0.011398551106881493,0.01922579851035521
15571,Voting_RF_GB_KNN,0.012458854605405835,0.020417704423685328,0.01711318568443149,0.11634470406203815,0.011676050221581379,0.019822909363218896
14911,Voting_RF_GB_KNN,0.022715980793149824,0.023782841593303482,0.01412737731502633,0.019786093315681333,0.017274758770012374,0.019913581957085667
17330,Voting_RF_GB_KNN,0.013697337416413557,0.12194044552036525,0.015239822586329794,0.012344291590548397,0.013822851820625258,0.01435479567442825
13203,Voting_RF_GB_KNN,0.016868583525368016,0.021773092496928766,0.019146790674406673,0.01668688376459692,0.015340570517331979,0.021785138528518162
15189,Voting_RF_GB_KNN,0.015463403982994062,0.09193488104388813,0.01037783196548415,0.012636912145797735,0.012986482710943914,0.02291050985863857
12463,Voting_RF_GB_KNN,0.01039454620087717,0.01921122837641738,0.01687519171816961,0.016039480229281793,0.014058724265446049,0.021976310682159956
13188,Voting_RF_GB_KNN,0.009026689636859786,0.13131237588190486,0.0144006589639849,0.01208269821947122,0.011363162887258395,0.013045955787144453
17423,Voting_RF_GB_KNN,0.01597845752874222,0.02413108054344869,0.0202353243429206,0.016496576157780173,0.02051018095627622,0.020846032775926407
15752,Voting_RF_GB_KNN,0.014507008711266872,0.017658799005787186,0.016822619230664762,0.015654658566711634,0.013259320643505101,0.02422216956543902
13109,Voting_RF_GB_KNN,0.014616033978258386,0.0192065745452175,0.014681703788418205,0.015827774239419046,0.01321045910882187,0.024963329305424345
13500,Voting_RF_GB_KNN,0.013655991951654501,0.022010240966918698,0.016701294887981066,0.01710147044480413,0.013970717468101973,0.02074992964239278
16242,Voting_RF_GB_KNN,0.027359560803435722,0.01846099739719533,0.018771171258449577,0.013353610449299457,0.012501249227462248,0.016649412412164024
15992,Voting_RF_GB_KNN,0.017129867308543364,0.018104586567696215,0.01565748487144755,0.006466608771327559,0.014165785012958088,0.12367199658818925
15854,Voting_RF_GB_KNN,0.02009701923786423,0.019307149420821703,0.018434324499840223,0.015088512573302576,0.010347006938156092,0.02472743285462697
14975,Voting_RF_GB_KNN,0.014669326214748396,0.022843895135560687,0.013159994567889593,0.01397948629158463,0.12382873715121331,0.03884827758518151
18034,Voting_RF_GB_KNN,0.008630547745673912,0.013068243814166129,0.014039404365607357,0.011099042410171477,0.13311808795303295,0.016353358702204227
16705,Voting_RF_GB_KNN,0.021397407678503184,0.013357659533219253,0.01861378674953929,0.01662425774596515,0.012456743257661397,0.01870277853530461
15286,Voting_RF_GB_KNN,0.009330819384601436,0.1347902267647615,0.013234306961342014,0.011885961838760922,0.011355081888606762,0.013094698262466816
16488,Voting_RF_GB_KNN,0.013451158230440595,0.022983128138376843,0.019287489481361074,0.01869519370227042,0.013747398600704551,0.021615599619954573
14132,Voting_RF_GB_KNN,0.018660467250123783,0.018075867193675398,0.017277166072480445,0.017142681497252704,0.014863084697513235,0.022961582477314498
14712,Voting_RF_GB_KNN,0.007472331388929143,0.13682868032110893,0.012715697122367557,0.011772901428120108,0.011451696260714241,0.014478096048082267
17302,Voting_RF_GB_KNN,0.011155133242554127,0.12847096893702808,0.013691992194271623,0.011836355973277478,0.011517614654851337,0.013670857712355117
14128,Voting_RF_GB_KNN,0.015095364222846807,0.018308771621868662,0.018578946240182886,0.01905530234041221,0.01536859938679047,0.02285141299565783
18147,Voting_RF_GB_KNN,0.014930005130924571,0.013191612290587436,0.013780653351385924,0.008868367929279315,0.1188210417442409,0.06402222915530152
14769,Voting_RF_GB_KNN,0.011347092317241533,0.02173093884133859,0.015963140072967955,0.01795679149144069,0.01339291946784929,0.026918810300483223
16570,Voting_RF_GB_KNN,0.012491098097059589,0.019464739120659998,0.015549967349599719,0.01803226426382297,0.013385006005479282,0.021486912197739638
12962,Voting_RF_GB_KNN,0.012588778368262266,0.014240564891564955,0.13531734785182198,0.012236515960599752,0.010006302116533168,0.01812880982944357
17468,Voting_RF_GB_KNN,0.013327794332133946,0.016004959487026522,0.014192327662404832,0.011097056625593805,0.011890714732004709,0.1253573936499775
14708,Voting_RF_GB_KNN,0.013484785110411917,0.018850727894819994,0.019919726493687968,0.019504004628992103,0.013587812375376245,0.01915346952067626
15690,Voting_RF_GB_KNN,0.010219646456016302,0.013072302085529336,0.014559654554512714,0.01104655710165472,0.14201209555108188,0.013354862788578064
16535,Voting_RF_GB_KNN,0.015545177173824127,0.01777770978300573,0.017263403318862308,0.015269336619442958,0.014253240497959584,0.02448968368860938
17287,Voting_RF_GB_KNN,0.010014840253301018,0.020561670127449718,0.017352631069748475,0.018404042593735872,0.014027457413531579,0.019885438390220635
13137,Voting_RF_GB_KNN,0.015116916322756508,0.02235760332391097,0.018919582292760608,0.014422040019914957,0.012713901764596773,0.022917697008612917
14792,Voting_RF_GB_KNN,0.012347866582468791,0.12439704222576019,0.01340268030319424,0.01228618990742427,0.011508366848355584,0.013307634824063603
17870,Voting_RF_GB_KNN,0.014060337098492175,0.023576481191464257,0.017327930408272286,0.016505566178140293,0.014853426887062225,0.020944404581469057
13904,Voting_RF_GB_KNN,0.0193502875943086,0.016993362075811494,0.11875216980275055,0.014357574859828026,0.01257673325365536,0.013887204406441846
14099,Voting_RF_GB_KNN,0.015224070609783442,0.016826802197175993,0.01821124056987491,0.016890265924543534,0.013829403207409567,0.01917975057595609
15485,Voting_RF_GB_KNN,0.1457749786142937,0.012248237358906799,0.012564468969351828,0.012326068831438074,0.009050501439721793,0.016936710256982998
13091,Voting_RF_GB_KNN,0.011487913086285132,0.015513766250347654,0.017987232032325037,0.01089111798899524,0.04506652919690213,0.11872191538447581
14659,Voting_RF_GB_KNN,0.00979502858602084,0.02257868731953382,0.015578020616792877,0.016059232906697418,0.01429106858322493,0.023502038901302445
16059,Voting_RF_GB_KNN,0.010429643010956417,0.1332379652956042,0.014160551077576643,0.01210149716449966,0.012494144471422346,0.012945563315207588
16352,Voting_RF_GB_KNN,0.013694347587808053,0.031973815143468795,0.016256015750919797,0.01605402390789406,0.015263164742929557,0.03557949292957834
15078,Voting_RF_GB_KNN,0.011813373297243133,0.013483182504225179,0.1405547074254222,0.012760944419964837,0.009034878103175329,0.014520014028355184
17383,Voting_RF_GB_KNN,0.010136374326666057,0.019585026172913727,0.01872874815941431,0.01634697601783667,0.016809347695886594,0.022341774393160433
15727,Voting_RF_GB_KNN,0.014730406670784306,0.016222020051160774,0.01629227076823568,0.010274658459050769,0.012388708811766508,0.1071862288357726
15158,Voting_RF_GB_KNN,0.009742586794539994,0.13601768064322808,0.012016089510346025,0.011871094346262797,0.011200916952486229,0.012951184972203473
17824,Voting_RF_GB_KNN,0.010071469167846906,0.013030666241625466,0.01571667603744711,0.011556135078894575,0.12359931206281007,0.007865006145263413
16557,Voting_RF_GB_KNN,0.00981162596704807,0.01495341506780193,0.014687287800431457,0.010654697283111835,0.01064076047542255,0.13315751423616226
15163,Voting_RF_GB_KNN,0.014911344203373146,0.02291034672941048,0.018332685264206058,0.017631279491664806,0.015945349729626423,0.024055603025277494
15994,Voting_RF_GB_KNN,0.01327778413554999,0.019133673381364555,0.01618533497980494,0.01663170885600747,0.013449886102301007,0.025725769037270266
14517,Voting_RF_GB_KNN,0.013400275264409496,0.01487956125674341,0.007945206124483763,0.1321726346107959,0.012372830788888038,0.020761607472465717
17495,Voting_RF_GB_KNN,0.013502153757846275,0.017187891788596723,0.08512621427608696,0.015316150916362086,0.014984566210881334,0.01952877061656781
12939,Voting_RF_GB_KNN,0.1283230776492117,0.05398241294013229,0.047518984205504114,0.009157622188521524,0.009523082409785706,0.011488140828218958
15637,Voting_RF_GB_KNN,0.009922979600890072,0.1327525598754596,0.01434806931254279,0.012609693265259302,0.011916950363917116,0.01373680741810986
16360,Voting_RF_GB_KNN,0.022032906451050487,0.02376433650027118,0.013806948157262161,0.0206446281393576,0.016404704510314574,0.025728031405307092
12452,Voting_RF_GB_KNN,0.008674610817882606,0.019333482057157708,0.015873661238620555,0.009813908691042608,0.014429010570794947,0.023698909453925245
13756,Voting_RF_GB_KNN,0.009236205079310238,0.015918159500244937,0.12112772218806998,0.011549185589525973,0.009737277342609119,0.015249939081694797
13157,Voting_RF_GB_KNN,0.10688720138379795,0.019011292645063262,0.012326872391539302,0.010920351026893883,0.011719152818015229,0.017831742607629927
